pl_name,pl_rade,pl_bmasse,disc_year,st_teff,pl_eqt,pl_orbsmax,pl_orbper
WASP-185 b,14.01125,311.4734,2019,5900.0,1160.0,0.0904,9.38755
WASP-188 b,14.81827249,458.6263913,2025,6850.0,1666.0,0.072,5.748916
WASP-189 b,18.14733975,632.47852993,2020,8000.0,3353.0,0.05053,2.724033
WASP-19 b,15.602928,339.76027,2009,5568.0,2520.0,0.01634,0.788838989
WASP-19 b,15.636555,354.06262,2009,5440.0,2067.0,0.01616,0.78883942
WASP-19 b,15.86070769,366.77398168,2009,5616.0,2113.0,0.01652,0.78883852
WASP-190 b,12.89035,317.83,2019,6400.0,1500.0,0.0663,5.367753
WASP-192 b,13.78707,731.009,2019,5910.0,1620.0,0.0408,2.8786765
WASP-193 b,16.40994774,44.17814857,2023,6078.0,1254.0,0.0676,6.2463345
WASP-194 b,15.47960235,373.13054982,2025,6405.0,1693.0,0.047,3.183387
WASP-195 b,10.31226224,33.05415433,2025,6300.0,1522.0,0.063,5.051928
WASP-197 b,14.44837612,403.32424848,2025,6050.0,1665.0,0.065,5.167228
WASP-2 b,12.52,290.484,2007,5200.0,1300.0,0.03138,2.15226
WASP-2 b,12.005,290.802,2007,5200.0,1304.0,0.03138,2.152226
WASP-2 b,11.690987,269.20201,2007,5150.0,1281.0,0.03033,2.15222144
WASP-2 b,11.690987,269.20201,2007,5150.0,1281.0,0.03033,2.15222144
WASP-2 b,11.915167,279.6904,2007,5170.0,1286.0,0.03092,2.15222144
WASP-2 b,12.116929,295.89973,2007,5180.0,1311.0,0.03144,2.152175
WASP-20 b,16.388,98.841,2015,5940.0,1379.0,0.06,4.8996284
WASP-21 b,14.156967,93.75985,2010,5800.0,1340.0,0.0516,4.322506
WASP-22 b,13.439591,196.10111,2010,6153.0,1502.0,0.0489,3.53273064
WASP-22 b,12.55408,177.9848,2010,6000.0,1430.0,0.0468,3.53269
WASP-24 b,14.605327,352.47347,2010,6107.0,1772.0,0.03635,2.3412217
WASP-25 b,13.977623,190.06234,2010,5736.0,1210.0,0.04819,3.7648327
WASP-26 b,14.79585452,324.18497514,2010,5950.0,1660.0,0.04,2.7566
WASP-26 b,13.630144,324.1866,2010,6015.0,1650.0,0.03966,2.7565972
WASP-28 b,15.177,285.717,2014,6084.0,1473.0,0.0445,3.40884
WASP-28 b,13.597,288.26,2014,6150.0,1468.0,0.04469,3.40883
WASP-3 b,16.297886,654.7298,2007,6400.0,2028.0,0.03187,1.846835
WASP-3 b,15.871944,645.1949,2007,6400.0,2020.0,0.03185,1.8468373
WASP-3 b,14.68379,559.3808,2007,6400.0,1960.0,0.0317,1.846834
WASP-33 b,18.819911,1042.4824,2010,7430.0,2723.0,0.0259,1.21987016
WASP-33 b,17.855937,665.21819,2010,7430.0,2781.7,0.0239,1.21987
WASP-34 b,13.675,187.51,2010,5700.0,1250.0,0.0524,4.3176782
WASP-36 b,14.874343,750.39663,2011,5959.0,1733.0,0.02677,1.53736596
WASP-36 b,14.358729,726.55938,2011,5880.0,1724.0,0.02643,1.53736423
WASP-38 b,12.3,858.1,2010,6200.0,1250.0,0.076,6.9
WASP-39 b,14.336311,89.31023,2011,5485.0,1166.0,0.04828,4.0552941
WASP-4 b,15.289076,396.96967,2007,5540.0,1673.0,0.02318,1.33823144
WASP-4 b,15.367539,409.68287,2007,5500.0,1662.0,0.02329,1.3382315
WASP-4 b,15.210613,393.15571,2007,5500.0,1661.0,0.02307,1.3382315
WASP-41 b,13.204202,310.51991,2012,5546.0,1242.0,0.041,3.05240154
WASP-41 b,13.22662,298.7602,2012,5545.0,1244.0,0.04,3.052404
WASP-42 b,12.576498,167.49641,2012,5315.0,1021.0,0.0561,4.9816819
WASP-43 b,11.276254,635.02434,2011,4500.0,1426.7,0.01504,0.813473978
WASP-43 b,10.42,572.1,2011,4400.0,1350.0,0.014,0.8
WASP-44 b,12.3299,276.5121,2011,5420.0,1337.0,0.03453,2.423804
WASP-44 b,10.98482,275.55861,2011,5410.0,1304.0,0.03443,2.423812
WASP-45 b,10.603714,306.38812,2011,5150.0,1153.0,0.03963,3.126089
WASP-45 b,11.119328,318.46566,2011,5100.0,1170.0,0.0405,3.126096
WASP-46 b,13.159366,607.0553,2011,5600.0,1636.0,0.02335,1.43036763
WASP-48 b,18.71903,312.74472,2011,5920.0,2035.0,0.0344,2.14363592
WASP-48 b,15.65,288.0,2011,6000.0,1956.0,0.0332,2.14363544
WASP-49 b,13.428382,126.81417,2012,5600.0,1400.0,0.03873,2.7817362
WASP-5 b,12.184,502.15,2008,5700.0,1706.0,0.0267,1.6284279
WASP-5 b,13.125739,520.28771,2008,5700.0,1732.0,0.02729,1.6284246
WASP-5 b,13.170575,506.93885,2008,5770.0,1753.0,0.0274,1.6284246
WASP-5 b,12.218,502.15,2008,5880.0,1753.0,0.02683,1.6284296
WASP-5 b,13.047276,497.40395,2008,5700.0,1732.0,0.02714,1.6284246
WASP-50 b,13.069694,466.828704,2011,5400.0,1394.84,0.0293,1.9551
WASP-52 b,14.24,146.2,2012,5000.0,1315.0,0.0272,1.7497798
WASP-53 b,12.038466,677.61356,2017,4953.0,1053.0,0.04101,3.3098443
WASP-54 b,18.528,202.131,2012,6100.0,1759.0,0.04987,3.6936411
WASP-55 b,14.964015,199.27941,2012,6070.0,1300.0,0.0558,4.4656291
WASP-56 b,12.24,181.473,2012,5600.0,1216.0,0.05458,4.617101
WASP-57 b,11.76945,204.68252,2012,5600.0,1338.0,0.03769,2.83891856
WASP-57 b,10.267,213.573,2012,5600.0,1251.0,0.0386,2.838971
WASP-58 b,15.36,282.86,2012,5800.0,1270.0,0.0561,5.01718
WASP-59 b,8.687,274.276,2012,4650.0,670.0,0.0697,7.919585
WASP-6 b,13.78707,154.14755,2009,5375.0,1184.0,0.0414,3.36100208
WASP-60 b,13.731025,177.9848,2012,6105.0,1479.0,0.05548,4.305004
WASP-60 b,9.64,163.358,2012,5900.0,1320.0,0.0531,4.3050011
WASP-61 b,13.56289,654.7298,2012,6250.0,1624.4,0.0521,3.855898
WASP-62 b,15.02006,184.3414,2012,6230.0,1475.3,0.0571,4.41194
WASP-64 b,14.247,403.945,2012,5400.0,1689.0,0.02648,1.5732918
WASP-65 b,12.464,492.62,2013,5600.0,1480.0,0.0334,2.3114243
WASP-68 b,13.9,301.93,2014,5911.0,1490.0,0.06206,5.084298
WASP-69 b,9.113,82.632,2014,4715.0,963.0,0.04525,3.8681382
WASP-69 b,11.847913,82.6358,2014,4700.0,963.0,0.04525,3.8681382
WASP-7 b,15.401166,311.4734,2008,6520.0,1530.0,0.0624,4.9546416
WASP-7 b,14.90797,305.1168,2008,6400.0,1487.0,0.0617,4.9546416
WASP-7 b,15.277867,305.1168,2008,6400.0,1502.0,0.0619,4.9546416
WASP-7 b,10.256235,305.1168,2008,6400.0,1379.0,0.0618,4.954658
WASP-70 A b,13.047,187.512,2014,5763.0,1387.0,0.04853,3.7130203
WASP-71 b,16.37,712.545,2012,6059.0,2049.0,0.04619,2.9036747
WASP-72 b,14.24,491.3763,2012,6250.0,2210.0,0.03708,2.2167421
WASP-73 b,13.002,597.5,2014,6036.0,1790.0,0.05512,4.08722
WASP-74 b,17.48604,301.9385,2015,5970.0,1910.0,0.037,2.13775
WASP-74 b,15.737436,262.52758,2015,5984.0,1926.0,0.03443,2.1377445
WASP-75 b,14.235,340.06,2013,6100.0,1710.0,0.0375,2.484193
WASP-76 b,20.51247,292.4036,2016,6250.0,2160.0,0.033,1.809886
WASP-76 b,20.78145022,284.13859586,2016,6329.0,2228.0,0.033,1.80988198
WASP-76 b,20.68056939,289.22385037,2016,6366.0,2231.0,0.03304,1.80988158
WASP-77 A b,13.78704626,529.81995447,2012,5617.0,1715.0,0.02335,1.36002854
WASP-77 A b,13.5,572.1,2012,5500.0,1650.0,0.024,1.4
WASP-77 A b,13.56289,559.3808,2012,5500.0,1674.0,0.02396,1.3600306
WASP-78 b,19.055,282.857,2012,6100.0,2350.0,0.0362,2.17517632
WASP-78 b,23.09054,273.3338,2012,6100.0,2469.7,0.0367,2.175173
WASP-79 b,17.14977,270.1555,2012,6600.0,1716.2,0.0519,3.662392
WASP-79 b,23.43,286.03,2012,6600.0,1900.0,0.0535,3.6623866
WASP-79 b,17.14974047,270.15414595,2012,6600.0,1716.2,0.0519,3.662392
WASP-8 b,11.2,699.2,2010,5600.0,950.0,0.08,8.2
WASP-80 b,11.197791,170.99254,2012,4143.0,825.0,0.0344,3.06785234
WASP-80 b,10.65,174.8,2012,4150.0,800.0,0.034,3.1
WASP-81 b,16.017661,231.69807,2017,5870.0,1623.0,0.03908,2.7164762
WASP-82 b,18.71903,394.1092,2015,6490.0,2190.0,0.0447,2.705782
WASP-82 b,19.17,397.27,2015,6480.0,2200.0,0.0448,2.705785
WASP-83 b,11.65736,95.349,2015,5510.0,1120.0,0.059,4.971252
WASP-84 b,10.939984,218.34921,2014,5280.0,833.0,0.0775,8.5234962
WASP-84 b,10.559,220.565,2014,5314.0,797.0,0.0771,8.5234865
WASP-88 b,19.055,177.98,2014,6431.0,1772.0,0.06431,4.954
WASP-89 b,11.65736,1875.197,2015,5130.0,1120.0,0.0427,3.3564227
WASP-90 b,18.27067,200.2329,2016,6430.0,1840.0,0.0562,3.916243
WASP-91 b,11.54527,425.8922,2017,4920.0,1160.0,0.037,2.798581
WASP-92 b,16.376349,255.85315,2016,6280.0,1871.0,0.0348,2.1746742
WASP-93 b,17.900773,467.2101,2016,6700.0,1942.0,0.04211,2.7325321
WASP-94 A b,19.28,143.653,2014,6153.0,1604.0,0.055,3.9501907
WASP-95 b,13.56,359.13,2014,5630.0,1570.0,0.03416,2.184673
WASP-96 b,13.45,152.55,2014,5540.0,1285.0,0.0453,3.4252602
WASP-97 b,12.67,419.52,2014,5640.0,1555.0,0.03303,2.07276
WASP-98 b,12.33,263.79,2014,5525.0,1180.0,0.036,2.96264
WASP-98 b,12.823096,293.03926,2014,5473.0,1171.0,0.03762,2.96264036
WASP-99 b,12.33,883.53,2014,6180.0,1480.0,0.0717,5.75251
WD 1856+534 b,10.4,4386.054,2020,4710.0,163.0,0.0204,1.4079405
WTS-1 b,16.7,1274.44,2012,6250.0,1500.0,0.047,3.352057
WTS-2 b,15.277867,355.9696,2014,5000.0,2000.0,0.01855,1.0187068
Wendelstein-1 b,11.5609626,188.15536,2020,4251.0,2198.0,0.0282,2.663416
Wendelstein-2 b,12.9934728,232.33373,2020,4591.0,2470.0,0.0234,1.7522239
Wolf 327 b,1.24,2.53,2024,3542.0,996.0,0.01,0.5734745
Wolf 503 b,2.043,6.26,2018,4716.0,790.0,0.05706,6.00127
Wolf 503 b,2.043,6.27,2018,4716.0,789.0,0.05712,6.00127
XO-1 b,13.518054,293.67492,2006,5750.0,1210.0,0.04944,3.9415128
XO-2 N b,11.018447,179.89178,2007,5340.0,1319.0,0.03684,2.615857
XO-2 N b,11.029656,188.47319,2007,5340.0,1328.0,0.03616,2.615864
XO-2 N b,11.119328,176.39565,2007,5340.0,1328.0,0.03647,2.615864
XO-3 b,13.988832,3759.9289,2007,6429.0,1729.0,0.04529,3.1915289
XO-4 b,14.425983,491.68301,2010,6397.0,1630.0,0.05474,4.1250828
XO-4 b,14.45961,483.41943,2010,6397.0,1630.0,0.05475,4.12502
XO-5 b,12.89035,365.5045,2008,5510.0,1244.0,0.0508,4.187732
XO-5 b,12.78,378.2,2008,5430.0,1230.0,0.0515,4.1877558
XO-5 b,12.206601,344.52772,2008,5370.0,1203.0,0.0494,4.187757
XO-6 b,23.20263,1398.452,2016,6720.0,1577.0,0.0815,3.7650007
XO-7 b,15.389957,225.34147,2019,6250.0,1743.0,0.04421,2.8641424
pi Men c,2.06,4.52,2018,5870.0,1147.0,0.06702,6.26834
pi Men c,2.042,4.82,2018,6037.0,1169.8,0.06839,6.2679
